x,y,z,l,w,h,r
1.56,1.48,3.36,2.97,1.38,23.79,-1.61
1.38,1.55,3.6,2.72,1.5,41.86,-1.6
1.52,1.67,3.61,0.11,1.46,33.33,-1.56
1.36,1.54,3.57,-14.89,1.48,32.08,1.61
1.37,1.56,3.54,1.74,1.59,28.22,-1.5
1.61,1.69,4.26,-0.35,1.53,35.46,-1.47
1.53,1.63,4.5,3.01,1.46,38.53,-1.48
1.48,1.6,3.84,16.21,0.69,28.93,-0.21
1.55,1.61,3.64,15.8,0.75,32.14,-0.2
1.64,1.69,3.3,3.46,1.78,41.53,-1.63
1.53,1.59,3.64,1.64,1.54,21.86,-1.61
1.63,1.6,3.73,-3.54,1.54,35.79,1.58
1.55,1.68,4.42,-2.73,1.77,10.59,1.56
1.6,1.53,4.18,2.81,1.87,18.21,-1.6
1.56,1.57,3.98,2.71,1.92,23.91,-1.63
1.79,1.72,4.35,5.68,1.8,59.61,1.51
1.41,1.76,4.4,-3.93,1.83,16.14,1.57
1.43,1.7,3.74,-6.9,1.97,14.96,1.56
1.55,1.66,4.15,2.11,1.74,36.57,-1.58
1.41,1.66,3.35,-4.22,1.92,24.99,1.57
1.47,1.7,4.65,7.63,1.16,29.56,-3.14
1.91,1.81,4.33,7.72,1.21,32.56,-3.14
1.54,1.63,3.67,-0.37,1.82,19.55,-1.58
1.77,1.69,4.32,0.04,1.85,26.04,-1.57
1.53,1.46,3.26,3.05,1.63,2.65,-1.59
1.6,1.56,3.45,3.0,1.72,19.38,-1.57
1.52,1.53,4.07,2.71,1.83,25.21,-1.61
1.52,1.53,4.16,2.34,1.89,31.02,-1.57
1.53,1.85,3.5,-18.61,2.58,54.4,-0.24
1.37,1.79,4.16,-3.85,1.72,8.61,1.59
1.56,1.71,4.5,-7.97,2.01,28.8,0.04
1.51,1.53,3.38,2.89,1.64,1.61,-1.63
1.39,1.54,3.42,1.46,1.56,16.23,-1.74
1.56,1.39,3.73,-0.34,1.55,31.55,2.52
1.56,1.67,3.78,5.52,1.45,27.73,-0.66
1.5,1.53,4.04,9.08,1.3,30.61,-0.71
1.38,1.28,3.16,12.9,1.18,33.45,-0.67
1.7,1.7,4.46,16.46,1.08,36.36,-0.7
1.8,1.61,3.83,-9.0,1.93,11.07,1.55
1.45,1.45,3.4,-8.89,1.94,16.08,1.67
1.75,1.71,4.31,-8.8,1.95,20.9,1.59
1.53,1.66,4.01,-8.43,1.94,30.62,1.6
1.48,1.6,3.9,-8.11,1.93,35.82,1.62
1.61,1.67,4.56,-7.3,1.96,55.63,1.62
1.58,1.6,4.11,-3.79,1.71,26.47,1.59
1.52,1.55,3.79,-3.71,1.89,47.65,1.56
1.48,1.62,3.21,-3.9,1.91,71.02,1.57
1.62,1.63,4.5,0.01,1.69,29.22,-1.58
1.32,1.63,4.1,2.11,1.86,34.01,-1.6
1.58,1.56,4.25,-6.46,1.9,27.43,-0.0
1.5,1.58,3.88,-6.52,1.85,19.12,3.13
1.5,1.62,3.88,5.63,1.76,19.43,-0.04
1.77,1.68,4.12,-6.59,1.76,14.13,3.07
1.51,1.59,4.28,-6.21,1.73,11.54,0.04
1.5,1.49,3.86,-5.8,1.76,9.16,0.05
1.48,1.59,3.45,-6.26,1.69,7.05,0.06
1.55,1.58,3.51,6.31,1.71,9.71,-0.07
1.4,1.59,3.49,6.4,1.63,7.41,-0.09
1.42,1.73,4.41,-4.4,1.83,6.61,1.62
1.51,1.84,4.1,3.54,1.58,8.65,-1.47
1.57,1.66,4.02,4.89,1.58,18.63,-1.41
1.53,1.62,3.77,5.45,1.58,24.76,1.72
1.76,1.77,4.41,2.77,1.58,47.13,1.88
1.48,1.65,4.4,5.29,1.52,54.43,1.87
1.6,1.79,3.91,-13.42,2.18,23.71,1.57
1.44,1.72,4.14,-3.54,1.84,15.65,1.57
1.48,1.56,3.33,13.76,1.51,23.96,-1.64
1.4,1.59,3.35,16.37,1.51,23.86,-1.65
1.44,1.5,3.8,19.16,1.57,24.48,1.54
1.39,1.64,4.51,0.72,0.95,37.69,-1.61
1.48,1.36,3.51,9.07,1.65,47.77,-1.96
1.38,1.53,3.58,-2.81,1.55,18.79,1.54
1.49,1.65,4.06,2.84,1.63,24.36,-1.57
1.48,1.54,4.05,-2.73,1.54,37.33,-1.58
1.66,1.73,3.05,0.2,1.66,9.25,-1.57
1.55,1.63,3.32,0.09,1.5,7.02,-1.57
1.37,1.82,3.96,-15.6,2.29,53.09,1.55
1.38,1.79,2.94,-18.43,2.5,52.06,1.58
1.4,1.75,4.75,-12.3,2.02,53.66,1.58
1.59,1.73,4.26,15.45,1.69,27.66,-3.12
1.74,1.82,4.45,-5.97,1.82,23.07,0.14
1.51,1.69,4.15,-17.52,2.31,21.01,0.22
1.46,1.75,4.23,-3.12,1.85,19.15,1.56
1.78,1.67,3.85,-18.58,1.84,25.93,1.92
1.59,1.76,4.18,-24.37,2.19,30.47,1.86
1.66,1.57,5.04,-14.78,1.72,40.76,2.59
1.49,1.46,3.84,12.49,1.34,45.13,3.11
1.75,1.57,4.07,19.69,1.24,58.92,-1.62
1.44,1.64,3.78,-3.54,1.73,6.68,1.63
1.77,1.71,4.28,-3.24,1.79,11.02,1.61
1.45,1.71,3.93,3.94,1.82,19.67,-1.59
1.73,1.65,3.96,-2.87,1.92,20.12,1.62
1.78,1.89,4.37,3.99,1.86,25.68,-1.59
1.68,1.51,3.29,-2.67,1.96,25.01,1.59
1.6,1.76,3.84,-0.38,1.22,21.14,-1.59
1.3,1.61,4.39,-3.46,1.0,32.34,-1.6
1.42,1.46,3.63,-2.93,1.76,5.23,1.61
1.43,1.66,4.19,-2.72,1.75,10.16,1.59
1.58,1.71,3.75,3.28,1.64,9.48,-1.39
1.7,1.5,3.34,-2.79,1.78,20.0,1.64
1.48,1.71,3.93,-2.97,1.77,24.97,1.18
1.6,1.75,4.63,4.26,1.03,54.07,-0.31
1.51,1.58,3.31,4.65,1.61,13.73,-1.06
1.61,1.6,3.11,7.15,1.47,17.57,-0.8
1.79,1.69,4.72,8.08,1.46,29.11,-2.82
1.57,1.65,3.35,16.29,1.28,21.91,-0.36
1.43,1.7,3.95,18.75,1.05,31.17,2.82
1.43,1.66,3.67,-2.2,1.73,9.7,1.6
1.46,1.86,4.01,-14.81,2.39,33.14,1.58
1.86,1.69,3.69,-6.2,1.73,5.52,-3.1
1.68,1.69,4.07,-6.43,1.63,10.12,-3.11
2.04,1.99,4.82,11.1,1.32,23.73,-1.53
1.49,1.56,3.88,13.81,1.21,24.45,-1.54
1.48,1.56,4.12,-6.46,1.61,15.07,3.14
1.51,1.59,3.5,-6.72,1.55,17.86,3.11
1.74,1.75,4.57,-6.53,1.51,20.12,-3.14
1.72,1.68,4.02,-6.08,1.42,26.49,0.1
1.48,1.86,4.18,4.56,0.94,40.22,0.06
1.36,1.69,3.38,0.05,1.64,23.37,-1.57
1.46,1.49,3.4,-4.88,1.55,10.73,-2.4
1.43,1.62,3.47,-4.67,1.55,13.77,-2.41
1.37,1.55,3.96,-4.78,1.54,21.42,-2.45
1.4,1.57,3.83,-5.15,1.61,32.04,-2.41
1.36,1.59,3.85,3.91,1.59,3.89,-1.58
1.72,1.79,3.94,4.03,1.66,9.16,-1.58
1.7,1.77,4.06,9.29,1.65,21.19,-0.16
1.52,1.67,3.61,-0.07,1.72,36.5,-1.55
1.45,1.47,3.52,-8.52,1.54,10.39,1.53
1.4,1.44,3.45,-8.3,1.53,14.66,1.56
1.58,1.73,4.22,-14.36,1.54,31.42,1.56
1.44,1.58,3.35,-4.63,1.63,9.34,1.59
1.74,1.71,4.41,-4.71,1.7,13.65,1.53
1.41,1.72,4.41,-5.25,1.78,22.29,1.48
1.62,1.75,4.3,-6.09,1.81,31.18,1.51
1.7,1.63,4.08,-2.86,1.72,16.42,1.58
1.59,1.59,2.47,2.44,1.68,4.04,-1.56
1.37,1.59,3.22,2.51,1.66,8.84,-1.51
1.4,1.67,3.72,-2.61,1.75,24.3,-1.52
1.49,1.61,3.74,2.82,1.74,41.27,1.57
1.59,1.63,4.43,-7.14,1.57,10.12,-3.14
1.45,1.62,3.83,-3.72,1.72,33.29,1.59
1.55,1.63,3.32,0.1,1.52,7.01,-1.57
1.46,1.85,4.52,-31.89,3.4,38.17,-2.89
1.37,1.82,3.96,-15.6,2.3,53.18,1.58
1.6,1.6,3.29,-26.24,3.05,41.82,-2.92
1.38,1.79,2.94,-18.57,2.51,52.57,1.59
1.4,1.75,4.75,-12.28,2.02,53.82,1.58
1.58,1.64,3.88,-19.4,1.99,32.35,1.57
1.43,1.81,4.16,-19.23,1.91,37.82,1.61
1.47,1.67,4.31,-19.12,2.0,45.38,1.64
1.48,1.44,3.59,-18.93,1.93,50.92,1.63
1.42,1.68,3.38,-18.54,1.87,56.21,1.63
1.57,1.47,3.35,-17.82,1.96,67.06,1.68
1.61,1.66,3.2,-0.62,1.78,25.72,-1.59
1.47,1.59,4.03,-2.67,1.63,3.89,-1.58
1.41,1.54,3.36,-3.02,1.49,15.23,-1.55
1.52,1.67,4.38,-0.14,1.35,28.25,-1.58
1.56,1.59,3.65,-2.11,1.23,37.52,-1.56
1.48,1.58,3.14,-6.02,1.53,21.09,1.58
1.56,1.72,3.09,-20.03,1.85,24.83,-1.57
1.46,1.59,4.12,-3.96,1.69,11.82,1.58
1.57,1.57,3.32,-20.2,1.86,43.32,-1.55
1.57,1.2,5.24,-19.66,1.8,48.3,1.61
1.41,1.69,4.36,-4.01,1.73,53.14,1.56
1.72,1.66,4.32,-3.88,1.73,30.01,1.56
1.62,1.63,4.5,-0.21,1.71,33.74,-1.57
1.26,1.6,3.56,-1.29,1.66,30.57,-1.62
1.37,1.63,3.57,-4.74,1.96,42.3,-1.59
1.38,1.35,3.3,12.73,2.03,17.72,2.94
1.84,2.04,4.33,-13.64,2.4,26.44,1.57
1.49,1.6,3.83,0.22,1.66,8.8,-1.57
1.59,1.65,4.04,-3.31,1.65,3.98,-1.57
1.46,1.73,4.19,-3.61,1.65,18.57,-1.57
1.42,1.66,4.18,4.28,1.62,27.69,-1.57
1.55,1.51,3.75,-3.53,1.78,29.61,1.59
1.92,1.58,3.93,-20.68,2.11,43.9,1.58
1.62,1.63,4.5,-0.1,1.86,32.17,-1.55
1.46,1.66,4.16,-2.95,2.03,42.61,1.58
1.38,1.43,3.4,10.5,1.52,12.87,-3.12
1.52,1.55,3.91,-13.36,1.9,22.86,0.8
1.66,1.73,3.05,0.18,1.68,8.74,-1.57
1.6,1.75,4.0,-11.29,1.9,28.63,1.58
1.58,1.63,4.31,-11.51,1.97,43.22,1.58
1.34,1.73,3.98,-16.0,1.29,38.57,1.53
1.69,1.76,4.12,3.51,1.56,7.17,0.11
1.57,1.54,3.22,2.93,1.66,24.53,-1.6
1.74,1.6,3.86,2.65,1.79,29.47,-1.61
1.86,1.57,3.83,-4.35,1.51,66.8,1.57
1.52,1.76,4.1,13.67,0.44,17.41,3.08
1.5,1.78,3.69,-3.69,1.2,31.5,-1.58
1.55,1.81,4.39,23.75,-0.61,47.8,-0.01
1.58,1.64,3.88,-19.95,1.97,25.87,1.56
1.43,1.81,4.16,-19.94,1.93,31.29,1.59
1.47,1.67,4.31,-20.02,1.97,38.76,1.57
1.48,1.44,3.59,-19.75,1.93,44.31,1.59
1.42,1.68,3.38,-19.66,2.01,49.59,1.61
1.57,1.47,3.35,-19.28,1.95,60.61,1.65
1.68,1.63,3.9,-3.38,2.17,37.61,1.45
1.47,1.7,4.39,-7.74,2.35,58.02,1.31
1.36,1.69,3.38,0.16,1.75,24.52,-1.57
1.43,1.62,3.47,-4.56,1.56,5.83,-2.4
1.37,1.55,3.96,-4.71,1.56,13.51,-2.42
1.44,1.59,3.57,-4.64,1.6,16.5,-2.36
1.4,1.57,3.83,-5.07,1.7,24.12,-2.36
1.7,1.77,4.06,9.29,1.78,13.03,-0.12
1.52,1.67,3.61,0.15,1.87,37.6,-1.55
1.58,1.73,4.22,-14.32,1.6,23.5,1.56
1.26,1.46,3.32,-14.4,1.62,29.13,1.63
1.51,1.53,3.38,1.14,1.7,16.19,-1.82
1.39,1.54,3.42,-2.62,1.91,30.62,-1.87
1.53,1.54,3.54,6.03,1.64,8.74,-2.95
1.56,1.39,3.73,-6.72,1.96,45.29,2.36
1.56,1.67,3.78,-0.46,1.94,42.47,-0.82
1.38,1.28,3.16,5.84,1.7,49.18,-0.79
1.43,1.58,3.66,-10.94,1.83,11.67,1.72
1.37,1.56,3.54,1.87,1.58,29.45,-1.49
1.61,1.69,4.26,-0.08,1.54,36.94,-1.46
1.53,1.63,4.5,3.32,1.48,39.91,-1.48
1.48,1.6,3.84,16.47,0.87,30.25,-0.2
1.55,1.61,3.64,16.02,0.76,33.49,-0.19
1.54,1.63,3.67,4.67,1.94,49.84,-1.44
1.53,1.67,3.78,-2.99,1.69,2.9,1.59
2.05,1.5,3.83,3.02,1.67,3.23,-1.54
1.88,1.57,3.71,4.32,1.83,18.96,-1.53
1.5,1.56,3.69,3.75,1.7,13.34,-1.44
1.7,1.62,3.76,5.22,1.87,28.69,-1.5
1.4,1.53,3.56,6.46,1.9,40.16,-1.45
1.6,1.57,3.23,-2.96,1.68,2.82,-1.35
1.57,1.5,3.68,-1.72,1.64,7.09,1.84
1.39,1.44,3.08,3.43,1.66,5.65,-1.34
1.47,1.6,3.66,0.07,1.52,13.76,-1.31
1.7,1.63,4.08,4.85,1.47,33.0,1.9
1.59,1.59,2.47,7.08,1.7,19.74,-1.31
1.37,1.59,3.22,8.59,1.71,24.36,-1.26
1.37,1.64,4.4,-4.0,1.7,4.3,1.54
1.4,1.45,3.3,-4.06,1.7,18.11,1.57
1.4,1.63,3.89,-1.58,1.67,20.32,1.58
1.38,1.33,4.32,-4.27,1.83,41.5,1.56
1.45,1.6,4.23,4.65,1.64,28.15,-0.03
1.48,1.72,3.99,4.6,1.79,50.34,-3.09
1.42,1.78,3.62,-4.47,1.17,31.75,1.63
1.5,1.7,4.21,-3.57,2.14,63.12,1.6
1.65,1.67,3.81,-3.16,1.8,4.45,-1.59
1.53,1.58,3.53,2.92,1.6,5.17,-1.62
1.46,1.6,3.71,2.82,1.68,18.56,-1.55
1.58,1.65,3.91,-4.12,2.42,67.79,-1.55
1.36,1.69,3.38,-0.16,1.59,23.37,-1.58
1.8,1.63,3.79,-4.62,1.64,7.12,-2.44
1.41,1.62,4.19,-4.79,1.62,14.09,-2.39
1.49,1.66,3.97,-5.13,1.68,17.46,-2.47
1.39,1.62,3.72,-5.34,1.55,25.22,-2.39
1.49,1.66,3.55,-5.03,1.62,31.16,-2.48
1.47,1.73,4.22,3.69,1.77,17.01,-1.57
1.4,1.66,4.08,3.44,1.87,34.66,-1.57
1.52,1.67,3.61,-0.17,1.68,35.64,-1.58
1.66,1.54,4.34,-15.11,1.58,20.58,1.48
1.31,1.52,3.73,-14.88,1.54,36.07,1.64
1.72,1.67,4.42,6.89,1.49,13.17,-1.32
1.44,1.56,3.84,2.67,1.5,19.63,1.79
1.5,1.55,4.21,7.36,1.39,35.71,-1.35
1.82,1.65,3.67,12.53,1.33,34.38,-1.28
2.11,2.04,4.62,-3.89,1.49,29.19,1.55
1.5,1.59,3.6,-7.68,1.2,16.75,1.07
1.36,1.57,4.06,-10.98,1.01,26.26,1.27
1.5,1.7,4.45,-24.74,0.82,63.6,-2.7
1.56,1.65,3.69,-0.14,1.89,19.82,-1.57
1.29,1.57,4.38,-11.28,2.44,44.77,1.59
1.4,1.54,3.67,-11.48,2.81,65.92,1.57
1.53,1.57,3.54,3.8,2.34,68.42,-0.75
1.57,1.65,3.35,4.1,1.66,4.09,-1.47
1.43,1.7,3.95,-3.03,1.86,10.3,1.71
1.51,1.6,3.24,4.96,1.75,15.33,-1.48
1.45,1.74,4.1,5.66,1.77,21.05,-1.46
1.54,1.68,3.79,-1.64,1.93,22.25,1.71
1.49,1.52,3.35,-0.85,1.95,27.67,1.73
1.53,1.65,4.37,6.57,1.91,27.66,-1.46
1.64,1.45,3.48,2.23,2.14,41.67,1.97
1.54,1.64,4.08,8.56,2.06,51.83,2.2
1.36,1.68,4.49,-8.94,1.86,7.82,0.05
1.49,1.64,3.7,-6.95,1.97,52.08,-3.13
1.54,1.63,3.67,-0.46,1.66,40.41,-1.58
1.54,1.51,3.58,2.93,1.64,4.51,-1.57
1.49,1.55,3.93,2.77,1.59,18.16,-1.61
1.54,1.48,3.17,2.47,1.65,23.43,-1.59
1.74,1.62,4.13,2.64,1.67,41.78,-1.56
1.34,1.62,3.67,-7.67,1.84,19.79,1.52
1.51,1.58,4.16,-7.89,1.88,25.41,1.56
1.51,1.65,3.94,-7.97,1.83,33.08,1.57
1.64,1.69,3.3,3.17,1.54,12.07,-1.59
1.42,1.78,3.62,-4.6,1.24,28.34,1.63
1.6,1.76,3.84,0.15,1.3,19.52,-1.55
1.49,1.66,3.37,-8.08,1.57,13.21,-1.57
1.63,1.67,3.92,-3.79,1.54,10.37,-1.57
1.42,1.61,4.05,-8.6,1.4,22.84,-1.58
1.56,1.69,3.63,-4.44,1.35,21.87,-1.57
1.38,1.58,3.49,-4.98,1.18,33.37,-1.57
1.43,1.64,4.33,-4.73,1.13,41.72,-1.57
1.48,1.69,4.52,-12.66,1.46,29.94,-1.58
1.42,1.45,3.2,2.48,1.64,50.77,-1.61
1.38,1.49,3.32,2.85,1.64,21.29,-1.6
1.5,1.62,3.89,3.54,1.65,8.78,-1.6
1.44,1.56,3.96,7.09,1.61,32.5,-1.65
1.6,1.76,3.84,-0.08,1.23,23.69,-1.57
1.45,1.61,4.3,-8.38,1.6,11.15,-1.57
1.45,1.67,3.88,-4.73,1.51,12.13,-1.57
1.42,1.52,4.06,-8.51,1.36,24.66,-1.57
1.63,1.67,3.92,-4.23,1.14,34.21,-1.57
1.58,1.64,3.96,-12.84,1.65,13.95,-1.57
1.53,1.57,3.87,3.04,1.59,0.65,1.53
1.45,1.61,3.34,2.56,1.6,9.57,-1.66
1.34,1.69,3.6,-5.35,1.89,12.57,-1.71
1.69,1.59,3.77,1.7,1.78,16.62,-1.74
1.47,1.74,4.41,-6.24,1.92,17.78,1.44
1.49,1.71,3.58,-0.36,1.91,28.55,-1.72
1.39,1.81,3.46,-8.43,2.16,33.69,-1.76
1.47,1.55,3.37,-2.15,2.07,38.6,-1.73
1.47,1.59,4.03,-2.55,1.64,3.81,-1.57
1.41,1.54,3.36,-2.63,1.54,13.25,-1.57
1.52,1.67,4.38,0.49,1.39,22.82,-1.56
1.56,1.59,3.65,-1.83,1.34,26.53,-1.56
1.44,1.61,4.5,-6.1,1.59,10.96,1.57
1.63,1.81,4.54,-3.33,1.66,4.76,-1.72
1.47,1.54,3.02,2.87,1.57,1.84,-1.46
1.5,1.52,4.12,4.94,1.6,7.25,-0.9
1.42,1.45,3.2,3.17,1.65,31.74,-1.61
1.38,1.49,3.32,3.18,1.64,8.75,-1.61
1.43,1.48,3.25,7.27,1.63,29.18,-1.61
1.44,1.56,3.96,7.52,1.62,16.62,-1.66
1.5,1.78,3.69,-3.17,1.67,3.35,-1.57
1.45,1.75,4.23,10.03,0.89,22.42,0.03
1.55,1.51,3.75,-3.57,1.76,26.89,1.59
1.92,1.58,3.93,-20.68,2.02,42.3,1.58
1.62,1.63,4.5,-0.13,1.85,32.29,-1.55
1.56,1.81,3.05,-7.97,1.48,29.91,-1.9
1.47,1.82,3.03,-21.3,1.62,31.73,1.59
1.42,1.68,3.93,-22.81,1.44,63.22,-1.56
2.48,1.81,4.73,-28.82,1.26,64.58,-1.56
1.62,1.63,4.5,-0.67,1.55,28.76,-1.58
1.45,1.59,3.44,9.04,1.32,48.89,-1.36
1.51,1.61,4.31,4.17,1.5,44.06,-1.3
1.44,1.35,3.23,-9.56,1.89,24.93,1.78
1.46,1.37,3.45,-6.91,1.96,41.36,1.72
1.47,1.72,4.22,-3.65,1.62,31.33,2.44
1.42,1.71,4.14,-4.29,1.73,9.93,1.39
1.48,1.87,4.74,3.13,1.54,34.91,2.71
1.63,1.69,4.23,-9.2,1.77,24.62,0.01
1.43,1.55,3.91,9.25,1.98,38.59,-1.36
1.41,1.59,4.47,-4.17,1.63,19.76,1.41
1.62,1.72,4.35,7.36,1.72,55.25,-1.81
1.54,1.63,3.67,-0.51,1.6,12.81,-1.58
1.77,1.69,4.32,-0.19,1.6,18.56,-1.57
1.6,1.56,3.45,2.83,1.59,11.86,-1.57
1.52,1.53,4.07,2.46,1.61,17.77,-1.61
1.52,1.53,4.16,2.04,1.53,23.48,-1.58
1.53,1.85,3.5,-15.39,1.8,47.79,-0.29
1.51,1.85,3.37,-21.58,2.15,46.32,-0.26
1.7,1.72,4.11,-4.61,1.98,22.27,1.55
1.51,1.53,3.38,1.37,1.31,19.2,-1.81
1.39,1.54,3.42,-2.23,1.18,33.71,-1.91
1.53,1.54,3.54,6.16,1.45,11.74,-2.95
1.5,1.7,3.72,10.95,1.42,11.18,-3.0
1.56,1.39,3.73,-6.18,0.91,48.51,2.35
1.56,1.67,3.78,0.15,0.9,45.58,-0.85
1.38,1.28,3.16,6.49,0.56,52.04,-0.82
1.79,1.72,4.35,2.15,1.76,20.9,1.42
1.45,1.49,4.07,-5.61,2.01,21.1,1.44
1.27,1.54,3.58,-6.37,2.23,29.29,1.46
1.45,1.62,3.83,-15.61,2.32,39.63,1.24
1.54,1.63,3.67,-0.22,1.7,25.82,-1.58
1.77,1.69,4.32,0.3,1.7,34.17,-1.57
1.74,1.62,4.13,2.88,1.61,5.17,-1.54
1.53,1.46,3.26,3.07,1.59,13.2,-1.59
1.6,1.56,3.45,3.19,1.65,29.9,-1.57
1.52,1.53,4.07,2.9,1.65,35.76,-1.61
1.41,1.65,4.28,3.46,1.76,34.44,-1.56
1.44,1.8,4.44,-5.38,1.73,28.82,0.0
1.5,1.8,4.5,-6.0,1.81,24.4,0.06
1.53,1.8,4.22,-5.59,1.72,21.38,0.09
1.5,1.46,3.95,-5.46,1.77,18.97,0.1
1.53,1.64,3.6,-5.75,1.73,16.53,0.01
1.53,1.51,3.38,-6.5,1.7,11.31,-3.13
1.41,1.63,3.75,-6.19,1.71,8.87,3.12
1.39,1.48,3.76,-3.62,1.83,26.41,1.57
1.44,1.72,4.14,-3.62,1.97,52.96,1.59
1.52,1.64,4.41,3.63,1.54,1.08,-1.59
1.49,1.58,3.84,-9.95,1.54,37.46,1.71
1.54,1.57,3.52,3.31,1.43,13.13,-1.44
1.5,1.63,3.57,3.5,1.37,18.06,-1.56
1.47,1.59,3.64,3.52,1.34,23.98,-1.52
1.49,1.74,4.09,3.57,1.31,29.29,-1.53
1.44,1.58,3.28,3.72,1.25,40.74,-1.53
1.5,1.7,4.21,-3.58,2.14,59.47,1.6
1.54,1.68,4.16,10.5,1.47,13.44,-2.69
1.44,1.58,3.72,-16.09,3.18,20.29,0.39
1.37,1.56,4.19,4.35,2.31,29.44,-0.66
1.51,1.53,3.38,2.35,1.82,10.74,-1.73
1.39,1.54,3.42,-0.14,2.1,25.49,-1.81
1.56,1.39,3.73,-3.02,2.32,40.4,2.45
1.56,1.67,3.78,3.24,2.21,37.26,-0.76
1.5,1.53,4.04,6.34,2.25,40.1,-0.8
1.38,1.28,3.16,9.95,2.18,43.3,-0.75
1.7,1.7,4.46,13.4,2.16,46.68,-0.72
1.43,1.59,4.21,4.29,1.58,25.95,-1.52
1.41,1.59,4.01,13.79,1.3,58.1,-2.95
1.59,1.64,4.08,23.51,1.02,56.03,-2.87
1.42,1.45,3.2,3.3,1.65,27.75,-1.6
1.38,1.49,3.32,3.24,1.65,6.35,-1.61
1.43,1.48,3.25,7.35,1.63,25.73,-1.61
1.44,1.56,3.96,7.6,1.62,13.74,-1.66
1.54,1.68,4.16,10.19,1.58,11.52,-2.71
1.37,1.56,4.19,3.58,2.32,27.36,-0.69
1.26,1.6,3.56,-1.19,1.87,73.6,-1.6
1.49,1.54,2.54,-6.48,1.73,9.46,1.53
1.48,1.97,4.33,-11.72,1.84,41.42,1.53
1.66,1.73,3.05,-4.66,2.06,70.08,-1.57
1.61,1.66,3.2,-0.69,1.66,24.95,-1.59
1.4,1.51,3.7,-7.47,1.76,50.58,1.57
1.46,1.66,4.05,-4.8,1.68,63.95,1.56
1.44,1.47,3.57,-21.18,2.26,34.2,0.09
1.28,1.35,3.07,-21.21,2.24,36.99,0.13
1.66,1.73,3.05,0.17,1.87,45.64,-1.57
1.44,1.63,3.43,-12.57,2.09,16.05,1.59
1.59,1.71,3.9,-8.61,1.7,10.81,2.56
1.73,1.69,3.88,-9.03,1.9,13.59,2.5
1.43,1.57,2.43,-9.13,1.73,18.85,2.66
1.48,1.74,3.77,-8.64,1.77,21.65,2.77
1.55,1.54,3.06,-7.76,1.86,33.31,1.58
1.47,1.72,4.33,-8.01,1.79,38.44,1.52
1.6,1.76,3.84,1.22,1.42,18.62,-1.5
1.43,1.64,4.33,-4.36,1.64,4.93,-1.58
1.33,1.57,3.88,-8.3,1.53,14.0,-1.57
1.55,1.63,3.92,-5.25,1.32,30.78,-1.6
1.37,1.59,3.99,-12.43,1.62,14.32,-1.58
1.39,1.56,3.45,5.59,1.38,43.89,-1.3
1.41,1.66,3.76,14.5,1.35,66.07,-1.0
1.56,1.65,3.69,0.33,1.55,21.9,-1.56
1.4,1.63,4.05,4.27,1.41,6.55,-0.78
1.45,1.58,3.87,4.49,1.44,10.33,-0.78
1.61,1.67,3.65,4.91,1.41,14.27,-0.77
1.49,1.63,4.16,4.4,1.38,28.3,-0.79
1.54,1.72,3.88,4.72,1.34,46.16,-0.73
1.67,1.68,4.49,-10.87,1.72,27.19,1.59
1.63,1.58,4.2,-10.79,1.8,33.48,1.6
1.34,1.57,4.01,-10.54,1.73,40.32,1.6
1.45,1.65,4.63,-10.05,1.61,56.76,1.66
1.47,1.29,2.95,-14.84,1.72,35.02,1.61
1.91,1.65,4.4,0.04,1.06,26.14,-1.63
1.46,1.58,3.93,2.5,1.57,5.91,-1.68
1.5,1.68,4.03,-5.95,1.85,8.56,1.5
1.6,1.7,3.56,1.69,1.61,12.85,-1.68
1.52,1.73,3.89,0.88,1.63,17.99,-1.72
1.44,1.6,3.79,-7.03,1.93,18.86,1.41
1.42,1.51,3.71,-8.0,1.93,24.52,1.43
1.37,1.51,3.49,0.01,1.7,23.23,-1.72
1.54,1.63,3.67,-0.53,1.75,28.39,-1.58
1.77,1.69,4.32,0.07,1.71,37.04,-1.57
1.74,1.62,4.13,2.78,1.66,12.01,-1.58
1.53,1.46,3.26,2.93,1.63,20.08,-1.59
1.6,1.56,3.45,2.9,1.64,36.73,-1.57
1.49,1.81,3.36,-18.91,2.53,31.9,1.57
1.42,1.58,3.48,26.9,1.86,52.68,3.11
1.55,1.57,3.64,6.41,1.72,42.44,-1.41
1.47,1.63,4.11,-8.99,1.91,13.97,1.59
1.8,1.61,3.83,-8.73,1.93,20.71,1.6
1.45,1.45,3.4,-8.51,1.97,25.83,1.67
1.75,1.71,4.31,-8.33,2.01,30.65,1.61
1.53,1.66,4.01,-7.65,2.04,40.29,1.62
1.48,1.6,3.9,-7.29,2.04,45.47,1.64
1.66,1.73,3.05,0.17,1.68,11.44,-1.57
1.41,1.64,3.22,-26.57,2.95,34.49,1.43
1.42,1.58,3.48,20.84,1.58,43.37,-2.94
1.32,1.48,4.44,4.88,1.45,46.78,-1.35
1.42,1.56,4.16,5.75,1.39,36.99,-1.29
1.45,1.59,3.44,-2.04,1.61,10.74,-1.26
1.51,1.61,4.31,-6.07,1.67,9.82,-1.24
1.44,1.35,3.23,-6.67,2.03,44.23,1.68
1.42,1.66,4.11,-3.05,1.85,11.01,1.55
1.97,1.87,4.53,-3.38,1.67,56.54,1.54
1.51,1.67,4.3,-1.31,2.05,67.88,1.6
